instance;time;value
10_ulysses_3.tsp;0.192000150680542;278.88146246651434
10_ulysses_6.tsp;0.17500019073486328;138.14245377570046
10_ulysses_9.tsp;0.24499988555908203;45.66022774058666
14_burma_3.tsp;0.9440000057220459;343.158223576068
14_burma_6.tsp;0.27699995040893555;122.10006910334987
14_burma_9.tsp;0.4010000228881836;72.47424930467517
22_ulysses_3.tsp;0.2929999828338623;1060.8433652817919
22_ulysses_6.tsp;1.0119998455047607;485.9495124411992
22_ulysses_9.tsp;1.5329999923706055;318.8869215376071
26_eil_3.tsp;0.6970000267028809;6510.947184165767
26_eil_6.tsp;0.622999906539917;2856.033762727753
26_eil_9.tsp;1.0139999389648438;2047.7296877208482
30_eil_3.tsp;0.4090001583099365;8252.492873796746
30_eil_6.tsp;0.7369999885559082;3788.31409524854
30_eil_9.tsp;1.0829999446868896;2319.540150035706
34_pr_3.tsp;0.48000001907348633;1.7765218308734419e6
34_pr_6.tsp;0.9830000400543213;908982.4441274027
34_pr_9.tsp;1.496000051498413;538474.2328441085
38_rat_3.tsp;0.7950000762939453;23292.176291809064
38_rat_6.tsp;1.1899998188018799;10956.554816214808
38_rat_9.tsp;1.687999963760376;7511.177601479062
40_eil_3.tsp;0.6159999370574951;18300.449531331116
40_eil_6.tsp;1.309000015258789;8643.05806974073
40_eil_9.tsp;1.811000108718872;5339.3962864649675
44_lin_3.tsp;0.7739999294281006;440290.28704302467
44_lin_6.tsp;1.3920001983642578;223076.97963816123
44_lin_9.tsp;2.0149998664855957;143634.65320725576
48_att_3.tsp;0.8159999847412109;2.3024258730033054e6
48_att_6.tsp;4.832000017166138;1.1906004871949237e6
48_att_9.tsp;2.5250000953674316;727898.6395394867
52_berlin_3.tsp;1.2349998950958252;513025.0113446433
52_berlin_6.tsp;2.13100004196167;249591.10544763858
70_st_3.tsp;1.437999963760376;83137.017343668
70_st_6.tsp;2.8999998569488525;40346.35908557061
70_st_9.tsp;4.319999933242798;26756.923061645502
80_gr_3.tsp;2.359999895095825;66978.251805733
80_gr_6.tsp;3.819000005722046;32625.769044640514
80_gr_9.tsp;6.169999837875366;22078.5307013807
100_kroA_3.tsp;3.115999937057495;5.628181188129118e6
100_kroA_6.tsp;5.547000169754028;2.783657617969943e6
100_kroA_9.tsp;8.569000005722046;1.7644771205383085e6
202_gr_3.tsp;10.361999988555908;208739.92939095973
202_gr_6.tsp;20.141000032424927;103146.28603906817
202_gr_9.tsp;29.95900011062622;67425.87355777077
318_lin_3.tsp;23.91000008583069;6.222124812222129e7
318_lin_6.tsp;47.23099994659424;3.1052649385844603e7
318_lin_9.tsp;69.86400008201599;2.0588789886260964e7
400_rd_3.tsp;36.954999923706055;2.807896637178433e7
400_rd_6.tsp;75.36800003051758;1.3956158267319668e7
400_rd_9.tsp;112.47300004959106;9.189764154482767e6
532_att_3.tsp;63.331000089645386;2.871175888975926e8
532_att_6.tsp;129.59800004959106;1.425567786370686e8
532_att_9.tsp;200.8730001449585;9.581125518260793e7
