instance;time;value
10_ulysses_3.tsp;1.9059998989105225;270.4226743405831
10_ulysses_6.tsp;0.7160000801086426;138.14245377570046
10_ulysses_9.tsp;1.1720001697540283;45.66022774058666
14_burma_3.tsp;0.6789999008178711;343.158223576068
14_burma_6.tsp;0.996999979019165;121.15756897283788
14_burma_9.tsp;1.4039998054504395;72.47424930467517
22_ulysses_3.tsp;0.7719998359680176;1060.8433652817919
22_ulysses_6.tsp;1.440999984741211;485.9495124411992
22_ulysses_9.tsp;2.1630001068115234;318.8869215376071
26_eil_3.tsp;1.0260000228881836;6510.947184165767
26_eil_6.tsp;1.9930000305175781;2856.033762727753
26_eil_9.tsp;2.993000030517578;1855.7217907510378
30_eil_3.tsp;1.2320001125335693;8190.495667549952
30_eil_6.tsp;2.4019999504089355;3788.31409524854
30_eil_9.tsp;3.5429999828338623;2319.540150035706
34_pr_3.tsp;1.5380001068115234;1.7765218308734419e6
34_pr_6.tsp;2.9760000705718994;908982.4441274027
34_pr_9.tsp;4.4690001010894775;513763.52467996365
38_rat_3.tsp;1.8020000457763672;23089.28175373617
38_rat_6.tsp;3.504999876022339;10417.621518800022
38_rat_9.tsp;5.200999975204468;7047.6303708551695
40_eil_3.tsp;1.9719998836517334;18264.58906395158
40_eil_6.tsp;3.7690000534057617;8643.05806974073
40_eil_9.tsp;5.742999792098999;5226.155507805345
44_lin_3.tsp;2.2130000591278076;431180.0085081214
44_lin_6.tsp;4.621000051498413;209388.42002473856
44_lin_9.tsp;7.26200008392334;131359.14496047975
48_att_3.tsp;2.8409998416900635;2.23844449822984e6
48_att_6.tsp;5.5320000648498535;1.1906004871949237e6
48_att_9.tsp;8.384999990463257;698909.3063083292
52_berlin_3.tsp;3.2150001525878906;508764.8303159489
52_berlin_6.tsp;6.335999965667725;248462.0500868175
70_st_3.tsp;5.4049999713897705;80853.63510389702
70_st_6.tsp;10.659000158309937;39638.16661733353
70_st_9.tsp;16.158999919891357;23979.707312744886
80_gr_3.tsp;7.113000154495239;66754.66392962108
80_gr_6.tsp;14.222999811172485;32625.769044640514
80_gr_9.tsp;21.277000188827515;21377.562058249867
100_kroA_3.tsp;10.58400011062622;5.594187605370773e6
100_kroA_6.tsp;20.870999813079834;2.7036172991707013e6
100_kroA_9.tsp;31.486000061035156;1.7644771205383085e6
202_gr_3.tsp;38.22699999809265;208739.92939095973
202_gr_6.tsp;76.63299989700317;102648.44788454498
202_gr_9.tsp;114.4520001411438;67425.87355777077
318_lin_3.tsp;96.68700003623962;6.165494681311995e7
318_lin_6.tsp;189.21000003814697;3.088037774632956e7
318_lin_9.tsp;286.6819999217987;2.0565769469793193e7
400_rd_3.tsp;151.72500014305115;2.789358860052171e7
400_rd_6.tsp;304.41100001335144;1.3908946304046214e7
400_rd_9.tsp;465.095999956131;9.149847172498005e6
532_att_3.tsp;294.0439999103546;2.8611096152035445e8
532_att_6.tsp;557.6110000610352;1.425567786370686e8
532_att_9.tsp;865.0729999542236;9.515059657004562e7
