instance;time;value
10_ulysses_3.tsp;0.29200005531311035;270.4226743405831
10_ulysses_6.tsp;0.29600000381469727;138.14245377570046
10_ulysses_9.tsp;0.45399999618530273;45.66022774058666
14_burma_3.tsp;0.24399995803833008;343.158223576068
14_burma_6.tsp;0.46000003814697266;121.15756897283788
14_burma_9.tsp;0.7430000305175781;72.47424930467517
22_ulysses_3.tsp;0.4799997806549072;1060.8433652817919
22_ulysses_6.tsp;0.9619998931884766;485.9495124411992
22_ulysses_9.tsp;1.303999900817871;318.8869215376071
26_eil_3.tsp;0.5509998798370361;6510.947184165767
26_eil_6.tsp;1.0870001316070557;2856.033762727753
26_eil_9.tsp;1.5970001220703125;1855.7217907510378
30_eil_3.tsp;0.6909999847412109;8190.495667549952
30_eil_6.tsp;1.3440001010894775;3788.31409524854
30_eil_9.tsp;2.0310001373291016;2319.540150035706
34_pr_3.tsp;0.8489999771118164;1.7765218308734419e6
34_pr_6.tsp;1.6670000553131104;908982.4441274027
34_pr_9.tsp;2.4830000400543213;513763.52467996365
38_rat_3.tsp;1.0069999694824219;23089.28175373617
38_rat_6.tsp;1.9590001106262207;10417.621518800022
38_rat_9.tsp;2.933000087738037;7047.6303708551695
40_eil_3.tsp;1.0980000495910645;18264.58906395158
40_eil_6.tsp;2.127999782562256;8643.05806974073
40_eil_9.tsp;3.2119998931884766;5226.155507805345
44_lin_3.tsp;1.2699999809265137;431180.0085081214
44_lin_6.tsp;2.50600004196167;209388.42002473856
44_lin_9.tsp;3.757999897003174;131359.14496047975
48_att_3.tsp;1.498999834060669;2.23844449822984e6
48_att_6.tsp;2.9070000648498535;1.1906004871949237e6
48_att_9.tsp;4.367000102996826;698909.3063083292
52_berlin_3.tsp;1.6730000972747803;508764.8303159489
52_berlin_6.tsp;3.311000108718872;248462.0500868175
70_st_3.tsp;2.7719998359680176;80853.63510389702
70_st_6.tsp;5.472999811172485;39638.16661733353
70_st_9.tsp;8.205999851226807;23979.707312744886
80_gr_3.tsp;3.6019999980926514;66754.66392962108
80_gr_6.tsp;7.147000074386597;32625.769044640514
80_gr_9.tsp;11.367000102996826;21377.562058249867
100_kroA_3.tsp;5.628000020980835;5.594187605370773e6
100_kroA_6.tsp;11.65499997138977;2.7036172991707013e6
100_kroA_9.tsp;17.516000032424927;1.7644771205383085e6
202_gr_3.tsp;20.361999988555908;208739.92939095973
202_gr_6.tsp;39.45300006866455;102648.44788454498
202_gr_9.tsp;58.84100008010864;67425.87355777077
318_lin_3.tsp;46.75600004196167;6.165494681311995e7
318_lin_6.tsp;101.42799997329712;3.088037774632956e7
318_lin_9.tsp;156.64999985694885;2.0565769469793193e7
400_rd_3.tsp;84.07999992370605;2.789358860052171e7
400_rd_6.tsp;165.01200008392334;1.3908946304046214e7
400_rd_9.tsp;249.68300008773804;9.149847172498005e6
532_att_3.tsp;141.95199990272522;2.8611096152035445e8
532_att_6.tsp;279.2239999771118;1.425567786370686e8
532_att_9.tsp;423.59500002861023;9.515059657004562e7
