instance;optimal;difference;gap_difference
10_ulysses_3.tsp;true;0.0;0.0
10_ulysses_6.tsp;true;0.0;0.0
10_ulysses_9.tsp;true;0.0;0.0
14_burma_3.tsp;true;0.0;0.0
14_burma_6.tsp;true;0.0;-3.6838434897034116e-6
14_burma_9.tsp;false;0.0;-0.2545489684202007
22_ulysses_3.tsp;true;0.0;-3.1115356217879415e-5
22_ulysses_6.tsp;true;0.0;-1.73390168856653e-5
22_ulysses_9.tsp;false;0.0;-0.010318721699498656
26_eil_3.tsp;true;0.0;-4.289628940213819e-6
26_eil_6.tsp;false;-0.001012841032171985;-0.02499199528396434
26_eil_9.tsp;false;-0.06328312813511056;-0.03759507842774601
30_eil_3.tsp;false;-0.03421698998292384;-0.026975779749855766
30_eil_6.tsp;false;-0.06273481637288592;-0.031712273564464266
30_eil_9.tsp;false;-0.04035689401331231;-0.006456111772125572
34_pr_3.tsp;false;-0.04518468586520998;-0.05476058882571094
34_pr_6.tsp;false;-0.06815888848561481;-0.06322011497104174
34_pr_9.tsp;false;0.008448713700583694;-0.03284597005732892
38_rat_3.tsp;false;0.0070658790182606575;-0.07566367027447513
38_rat_6.tsp;false;-0.07142616948448566;-0.009175450536178964
38_rat_9.tsp;false;0.03679285641347304;0.012273529955688645
40_eil_3.tsp;false;0.09108554839623444;0.09679521242017586
40_eil_6.tsp;false;0.023360252485363553;-0.03503817808836551
40_eil_9.tsp;false;-0.06922327547262873;0.0034800435880198988
44_lin_3.tsp;false;0.08031289274436046;0.08601486940078551
44_lin_6.tsp;false;0.05246201089689234;0.03295294155975326
44_lin_9.tsp;false;0.16585893529129536;0.02925036895114952
48_att_3.tsp;false;0.030887829240309216;-0.03620183879449379
48_att_6.tsp;false;0.015650782280108605;-0.006179441076648806
48_att_9.tsp;false;0.1590084925928577;-0.00036977505873503347
52_berlin_3.tsp;false;-0.03275310324424107;0.07157606826331608
52_berlin_6.tsp;false;-0.06771258780615286;-0.035659651869303866
52_berlin_9.tsp;false;-0.09545169929199654;-0.023788837387717865
70_st_3.tsp;false;0.022916041347541567;-0.02445306075372311
70_st_6.tsp;false;0.032540941151411505;0.0012811226516521446
70_st_9.tsp;false;0.045363781172077115;-0.0014181986401783364
80_gr_3.tsp;false;-0.007849298744719492;-0.021399320682346068
80_gr_6.tsp;false;-0.036404739884956835;-0.003321922455147952
80_gr_9.tsp;false;-0.062490930248276;-5.551115123125783e-16
100_kroA_3.tsp;false;-0.016500489203174023;-0.02156868351422392
100_kroA_6.tsp;false;0.011966502054728262;-5.290332593310687e-5
100_kroA_9.tsp;false;0.9819244260703549;1.1102230246251565e-16
202_gr_3.tsp;false;-0.0005064029563857523;0.0004978828767049359
202_gr_6.tsp;false;0.05405614022436037;0.00029529234641845203
202_gr_9.tsp;false;-0.006003239709802666;-2.8450633106302803e-5
318_lin_3.tsp;false;0.010751771922913773;0.003477033389808315
318_lin_6.tsp;false;-0.05942689077896365;-0.00013726542537007003
400_rd_9.tsp;false;-21.25384314974093;-3.39123962107557e-5
532_att_3.tsp;false;1.5377281335754174e8;-1.0
532_att_6.tsp;false;-0.006311522891057421;0.0012615082066738115
532_att_9.tsp;false;6.163163041780859e7;-1.0
