instance;time;value
10_ulysses_3.tsp;0.46399998664855957;156.21133717029159
10_ulysses_6.tsp;0.500999927520752;84.10105522499376
10_ulysses_9.tsp;0.5469999313354492;33.29189782877749
14_burma_3.tsp;0.5980000495910645;163.70242632131195
14_burma_6.tsp;0.8489999771118164;52.05821021211054
14_burma_9.tsp;1.5;29.96197155677885
22_ulysses_3.tsp;4.111999988555908;449.80979637932296
22_ulysses_6.tsp;8.726999998092651;172.78872674217632
22_ulysses_9.tsp;6.7129998207092285;101.39367499665796
26_eil_3.tsp;11.1489999294281;2746.580741663477
26_eil_6.tsp;10.460999965667725;1208.6250696450002
26_eil_9.tsp;11.877999782562256;881.1976005516967
30_eil_3.tsp;17.27900004386902;3547.632637950884
30_eil_6.tsp;7.802999973297119;1894.6164904151904
30_eil_9.tsp;34.25;828.7135705633165
34_pr_3.tsp;21.999000072479248;831913.431213387
34_pr_6.tsp;46.42300009727478;367108.7654287807
34_pr_9.tsp;25.483999967575073;241048.52632404122
38_rat_3.tsp;27.543999910354614;10208.84036055164
38_rat_6.tsp;57.253000020980835;5007.968066308791
38_rat_9.tsp;25.132999897003174;4017.9334414727587
40_eil_3.tsp;40.13800001144409;7564.468589860369
40_eil_6.tsp;53.944000005722046;3467.382605117385
40_eil_9.tsp;39.91199994087219;2615.06216251609
44_lin_3.tsp;41.66700005531311;201772.3622513292
44_lin_6.tsp;61.657999992370605;98813.58490500867
44_lin_9.tsp;102.21099996566772;55101.3166558511
48_att_3.tsp;60.95199990272522;826187.5201431422
48_att_6.tsp;126.77800011634827;450268.97212572984
48_att_9.tsp;198.57999992370605;180521.6286346566
52_berlin_3.tsp;124.83999991416931;202613.8634853193
52_berlin_6.tsp;228.84899997711182;80871.82193642925
70_st_3.tsp;253.23800015449524;32929.033076274
70_st_6.tsp;316.50600004196167;15873.044107212254
70_st_9.tsp;311.9800000190735;9136.587164094672
80_gr_3.tsp;314.8310000896454;27809.582283441883
80_gr_6.tsp;325.7260000705719;14396.361766909366
80_gr_9.tsp;342.4409999847412;9523.474150775812
100_kroA_3.tsp;326.0400002002716;2.577075203406625e6
100_kroA_6.tsp;323.6559998989105;1.233815368850132e6
100_kroA_9.tsp;328.47900009155273;809934.8657314293
202_gr_3.tsp;425.67599987983704;104301.62016272845
202_gr_6.tsp;521.3129999637604;51317.622470595714
202_gr_9.tsp;535.8580000400543;33683.24385745567
